name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol,caffeine_milli,vitamin_a,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_b7_micro,vitamin_b9,vitamin_b12,vitamin_c,vitamin_d,vitamin_e,vitamin_k_micro,manganese_milli,magnesium,potassium,calcium,copper_milli,zinc,sodium,iron,phosphorus,selenium,iodine,package_weight,serving_weight
"Cream, 35% fat, pasteurized",,,2.0,3.1,34.8,334,20.9,8.2,1.6,,,3.1,0.1,0.0,0.101,,,2e-05,0.00013000000000000002,8e-05,,2.9999999999999997e-05,,7e-06,2.1e-07,0.0007,5e-07,0.0008399999999999999,,,0.0062,0.12,0.071,,0.0002,0.035,0.0001,0.071,0.0,7e-06,,
"Cream, 35% fat, UHT",,,2.0,3.1,34.9,335,20.9,8.2,1.6,,,3.1,0.1,0.0,0.101,,,2e-05,0.00011999999999999999,5e-05,,2e-05,,1.5e-06,1.6e-07,0.0,6e-07,0.0007700000000000001,,,0.0063,0.11,0.071,,0.0002,0.025,0.0,0.068,0.0,6.1e-06,,
"Cream, at least 45 % milk fat, pasteurized",,,1.9,2.7,50.0,468,30.0,11.7,2.3,,,2.7,0.1,0.0,0.147,,,2e-05,0.00019,0.0,,1e-05,,7e-06,6e-07,0.001,3e-07,0.00164,,,0.005,0.065,0.049,,0.0002,0.022,0.0001,0.052,0.0,3.5e-05,,
Cream (average),,,2.2,3.3,28.6,279,17.1,6.7,1.3,,,3.3,0.1,0.0,0.085,,,2e-05,0.00014000000000000001,8e-05,,2e-05,,5.0999999999999995e-06,2.8e-07,0.0005,4.0000000000000003e-07,0.00067,,,0.0070999999999999995,0.12,0.08,,0.0002,0.042,0.0,0.074,0.0,9.1e-06,,
"Cream cheese, min. 60% fidm",,,11.1,4.5,32.1,351,19.2,7.5,1.5,,,2.3,1.3,0.0,0.096,,,4e-05,0.00026000000000000003,0.00011,,5.9999999999999995e-05,,2.65e-05,6e-07,0.0,0.0,0.0007,,,0.008,0.1,0.11,,0.0004,0.5,0.0002,0.13,0.0,8e-06,,
"Cream, pasteurized, 25% fat",,,2.3,3.3,27.9,274,16.7,6.6,1.3,,,3.3,0.1,0.0,0.082,,,2e-05,0.00015,7.000000000000001e-05,,2.9999999999999997e-05,,6.8e-06,2.6e-07,0.0009,4.0000000000000003e-07,0.00062,,,0.007,0.13,0.078,,0.0002,0.035,0.0,0.064,0.0,1.2e-05,,
Cream slice,,,4.1,28.8,18.8,301,11.0,4.5,1.0,,,21.3,0.3,0.3,0.078,,,2.9999999999999997e-05,0.00014000000000000001,8.999999999999999e-05,,4e-05,,6.7e-06,2.5e-07,0.0003,5e-07,0.00055,,,0.011,0.13,0.077,,0.0004,0.12,0.0003,0.086,0.0,8.900000000000001e-06,,
"Cream, UHT",,,2.5,3.7,25.1,251,15.1,5.9,1.2,,,3.7,0.1,0.0,0.071,,,2e-05,0.00013000000000000002,7.000000000000001e-05,,2e-05,,2.7e-06,2.6e-07,0.0,4.0000000000000003e-07,0.00069,,,0.0086,0.14,0.091,,0.0003,0.034,0.0,0.074,0.0,1.2e-05,,
"Crispbread, wholemeal",,,12.0,57.9,1.7,325,0.2,0.2,1.1,,,1.1,1.5,14.8,0.0,,,0.00031,0.00014000000000000001,0.0011899999999999999,,0.00035999999999999997,,2.96e-05,0.0,0.0,0.0,0.00085,,,0.1,0.38,0.026,,0.0034,0.61,0.004,0.34,4e-06,3.7e-06,,
"Crispbread, wholemeal, with linseeds",,,12.9,52.4,5.8,345,0.7,1.0,3.7,,,1.1,1.5,16.0,0.0,,,0.00033,0.00011999999999999999,0.00108,,0.00034,,3.3700000000000006e-05,0.0,0.0,0.0,0.0008,,,0.13,0.41,0.047,,0.0035,0.61,0.0043,0.36,4.9000000000000005e-06,3.6000000000000003e-06,,
"Crispbread, wholemeal, with sesame",,,13.1,52.4,6.9,354,1.0,2.1,3.1,,,1.1,1.5,14.6,0.0,,,0.00035,0.00014000000000000001,0.0015300000000000001,,0.00035999999999999997,,4.3700000000000005e-05,0.0,0.0,0.0,0.0007700000000000001,,,0.13,0.39,0.12,,0.0036,0.61,0.0044,0.37,5.6e-06,3.9e-06,,
Croissant (average),,,7.8,40.4,22.0,398,12.8,5.1,1.4,,,2.3,1.2,3.9,0.07,,,0.00011999999999999999,8.999999999999999e-05,0.00063,,0.00011,,2.1899999999999997e-05,7e-08,0.0001,4.0000000000000003e-07,0.0007199999999999999,,,0.024,0.16,0.033,,0.001,0.46,0.001,0.11,2.8e-06,2.8e-06,,
"Croissant filled with nuts, puff pastry",,,6.8,36.2,26.9,419,9.9,12.4,2.1,,,15.8,0.5,2.7,0.071,,,0.00013000000000000002,4e-05,0.00033,,0.00014000000000000001,,1.7800000000000002e-05,8e-08,0.0004,4.0000000000000003e-07,0.0035299999999999997,,,0.039,0.19,0.042,,0.001,0.21,0.0012,0.11,2e-06,4.4e-06,,
"Croissant filled with nuts, yeast dough",,,7.7,41.9,12.6,318,3.4,6.9,1.5,,,18.4,0.6,2.5,0.036,,,0.00019,0.00013000000000000002,0.0009,,0.00013000000000000002,,3.5e-05,1.0000000000000001e-07,0.0003,2.0000000000000002e-07,0.00264,,,0.032,0.2,0.048,,0.0008,0.26,0.001,0.12,8.000000000000001e-07,3.9e-06,,
"Croissant, pretzel (with iodized salt)",,,9.1,39.4,25.0,423,14.7,5.8,1.5,,,1.3,4.1,1.9,0.076,,,0.00011,8.999999999999999e-05,0.00039,,5e-05,,2e-05,8e-08,0.0,5e-07,0.00075,,,0.011,0.14,0.035,,0.0005,1.63,0.0004,0.068,2e-06,0.0001,,
"Croque Monsieur, Hot Sandwich with cheese and ham",,,16.4,26.6,9.4,260,4.4,2.9,1.1,,,2.6,2.3,1.8,0.031,,,0.00031,0.00015,0.00214,,0.00020999999999999998,,1.55e-05,3.4000000000000003e-07,0.0162,2.0000000000000002e-07,0.0007,,,0.039,0.24,0.18,,0.0022,0.92,0.0012,0.37,0.0,1.2e-05,,
"Cucumber, pickled",,,0.7,2.1,0.1,14,0.0,0.0,0.0,,,1.9,1.8,1.0,0.0,,,2e-05,2e-05,0.0002,,2e-05,,7e-06,0.0,0.005,0.0,0.0001,,,0.011,0.1,0.014,,0.0003,0.7,0.001,0.02,0.0,0.0,,
"Cucumber, raw",,,0.7,1.8,0.0,12,0.0,0.0,0.0,,,1.8,0.0,0.8,0.0,,,2e-05,1e-05,0.00017999999999999998,,2.9999999999999997e-05,,1.05e-05,0.0,0.0089,0.0,5e-05,,,0.0099,0.14,0.016,,0.0001,0.0017,0.0002,0.023,0.0,1.7e-06,,
"Curd cheese puff pastry (with butter), raw",,,7.1,29.0,28.3,401,16.8,6.6,1.6,,,1.3,0.8,1.3,0.078,,,8.999999999999999e-05,0.00011999999999999999,0.00022,,7.000000000000001e-05,,1.17e-05,1.2e-07,0.0001,4.0000000000000003e-07,0.00083,,,0.016,0.11,0.038,,0.0006,0.33,0.0006,0.089,0.0,3.2000000000000003e-06,,
"Curd cheese puff pastry (with vegetable fat), raw",,,7.1,28.8,26.9,388,9.7,11.6,4.4,,,1.2,0.9,1.3,0.017,,,8.999999999999999e-05,0.00011999999999999999,0.00027,,7.000000000000001e-05,,1.22e-05,1.3e-07,0.0001,1e-06,0.00362,,,0.016,0.12,0.037,,0.0006,0.35,0.0006,0.09,0.0,3.6000000000000003e-06,,
Curds min. 40% fidm,,,6.9,3.7,15.6,183,9.4,3.7,0.7,,,3.2,0.1,0.0,0.053,,,2e-05,0.0003,0.00028000000000000003,,2.9999999999999997e-05,,1.67e-05,3.8e-07,0.0004,2.0000000000000002e-07,0.0004,,,0.0081,0.12,0.093,,0.0003,0.029,0.0,0.11,0.0,8.5e-06,,
"Curds, plain, half fat",,,9.4,4.1,5.0,99,3.0,1.2,0.2,,,3.4,0.1,0.0,0.017,,,1e-05,0.00041,0.0003,,2.9999999999999997e-05,,1.86e-05,4.6999999999999995e-07,0.0002,1.0000000000000001e-07,0.00013000000000000002,,,0.009300000000000001,0.13,0.11,,0.0004,0.032,0.0,0.14,0.0,2.1e-05,,
Curds with at most 10% fidm,,,10.6,4.2,0.2,61,0.1,0.0,0.0,,,3.5,0.1,0.0,0.0,,,1e-05,0.00039,0.00031,,4e-05,,1.9399999999999997e-05,4.2e-07,0.0001,0.0,0.0,,,0.0099,0.14,0.11,,0.0005,0.033,0.0,0.15,0.0,2.7e-05,,
"Curd, with fruits, with sugar",,,8.4,14.1,2.4,112,1.4,0.6,0.1,,,13.4,0.1,0.1,0.008,,,1e-05,0.00034,0.00027,,2.9999999999999997e-05,,1.63e-05,3.7e-07,0.0006,1.0000000000000001e-07,8.999999999999999e-05,,,0.0086,0.12,0.093,,0.0004,0.027,0.0,0.12,0.0,2e-05,,
"Currant, black, raw",,,1.3,9.7,0.9,71,0.1,0.1,0.5,,,9.7,0.0,5.8,0.0,,,4e-05,8e-05,0.00031,,7.000000000000001e-05,,1.15e-05,0.0,0.2093,0.0,0.0015,,,0.023,0.33,0.057,,0.0003,0.0025,0.0012,0.054,1.4e-06,1e-06,,
"Currant, red, raw",,,1.6,7.1,0.7,50,0.2,0.1,0.4,,,6.6,0.0,4.6,0.0,,,2.9999999999999997e-05,4e-05,0.00029,,4e-05,,1.05e-05,0.0,0.033,0.0,0.0008,,,0.012,0.23,0.038,,0.0002,0.005,0.0004,0.038,1.3e-06,1e-06,,
"Date, dried",,,2.4,64.7,0.4,287,0.0,0.0,0.0,,,64.7,0.0,7.5,0.0,,,5.9999999999999995e-05,5.9999999999999995e-05,0.00136,,0.00011999999999999999,,1.84e-05,0.0,0.0002,0.0,0.00067,,,0.055,0.73,0.068,,0.0004,0.011,0.0022,0.068,2e-06,1e-06,,
"Deer (average), raw",,,20.6,0.0,3.3,112,1.7,0.7,0.8,,,0.0,0.2,0.0,0.05,,,0.00025,0.00025,0.00553,,0.0003,,5e-06,1e-06,0.0,0.0,0.00013000000000000002,,,0.021,0.31,0.01,,0.0032,0.062,0.0023,0.2,0.0,6e-07,,
"Deer, entrecôte, raw",,,23.1,0.0,2.1,111,1.1,0.4,0.5,,,0.0,0.1,0.0,0.059,,,0.00026000000000000003,0.0006,0.00553,,0.00099,,6e-06,6.3e-06,0.0,4.0000000000000003e-07,0.0002,,,0.023,0.32,0.0032,,0.0029,0.053,0.003,0.2,0.0,7.8e-06,,
Donut with chocolate glaze,,,6.4,44.0,17.6,364,7.9,7.0,1.4,,,21.1,0.3,2.0,0.047,,,0.0001,0.00011999999999999999,0.0004,,8e-05,,2.2899999999999998e-05,1.5e-07,0.0002,3e-07,0.00163,,,0.029,0.21,0.037,,0.0008,0.11,0.0015,0.097,0.0,5.5e-06,,
Dough for french pizza from Alsace,,,7.5,39.9,2.9,221,1.4,0.6,0.5,,,0.6,1.3,2.7,0.006,,,0.00014000000000000001,4e-05,0.0005200000000000001,,0.00013000000000000002,,1.76e-05,0.0,0.0,0.0,0.0003,,,0.025,0.11,0.011,,0.0008,0.5,0.0011,0.088,2.8e-06,8.000000000000001e-07,,
"Dried meat (Hobel-, Bündner-, Walliser-, Tessiner- dried meat)",,,39.3,0.4,3.5,190,1.6,1.5,0.2,,,0.4,4.1,0.0,0.084,,,0.0001,0.00023,0.01044,,0.00045,,0.0,1.5800000000000001e-06,0.0011,0.0,0.0,,,0.037,0.64,0.0,,0.0065,1.62,0.004,0.33,1.4e-05,0.0,,
Drinking water (average Switzerland),,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.001,0.0,0.007,,0.0,0.001,0.0,0.0,0.0,0.0,,
Dulce de Leche,,,5.7,52.6,7.3,299,4.4,1.7,0.3,,,52.6,0.2,0.0,0.028,,,2.9999999999999997e-05,0.00037,0.00019,,4e-05,,5e-06,2.7e-07,0.0013,1.0000000000000001e-07,0.00023,,,0.018,0.28,0.21,,0.0006,0.069,0.0001,0.16,1.8999999999999998e-06,1.7e-05,,
"Durum wheat, precooked hulled grain, cooked (without addition of fat and salt)",,,5.9,27.4,0.9,149,0.2,0.3,0.3,,,0.0,0.0,3.8,0.0,,,5.9999999999999995e-05,1e-05,0.00026000000000000003,,5e-05,,1.0199999999999999e-05,0.0,0.0005,0.0,8e-05,,,0.028,0.099,0.021,,0.0007,0.005,0.0008,0.096,3.1e-06,2.2e-06,,
Durum wheat semolina,,,13.3,66.8,1.6,347,0.2,0.1,0.5,,,1.7,0.0,6.3,0.0,,,0.00011,4e-05,0.00055,,8.999999999999999e-05,,4.6700000000000003e-05,0.0,0.0,0.0,0.00031,,,0.054,0.21,0.023,,0.0018,0.0016,0.0026,0.17,7.2000000000000005e-06,5.0999999999999995e-06,,
"Edamame (immature soy bean), shelled, frozen",,,11.5,5.1,7.4,143,0.9,2.4,2.7,,,1.4,0.0,5.5,0.0,,,0.00015,0.00011999999999999999,0.00088,,8.999999999999999e-05,,0.000108,0.0,0.0154,0.0,0.00249,,,0.06,0.4,0.07,,0.0012,0.009800000000000001,0.0019,0.16,1e-06,0.0,,
"Edible boletus, fresh",,,5.4,0.5,0.4,39,0.1,0.0,0.2,,,0.1,0.0,6.0,0.0,,,0.00032,0.00102,0.01464,,2.9999999999999997e-05,,2.5e-05,0.0,0.0019,3.1e-06,0.00016,,,0.012,0.34,0.004200000000000001,,0.0015,0.006,0.001,0.085,0.0,3.6000000000000003e-06,,
"Edible boletus, stewed (without addition of fat and salt)",,,6.1,0.6,0.5,46,0.1,0.0,0.2,,,0.1,0.0,7.3,0.0,,,0.0003,0.00103,0.01428,,2.9999999999999997e-05,,1.83e-05,0.0,0.0017,3.7999999999999996e-06,0.00019,,,0.012,0.32,0.005,,0.0016,0.0064,0.001,0.098,0.0,4.2000000000000004e-06,,
"Egg liqueur, 16.5 vol%",,,4.0,28.0,7.0,285,2.0,2.9,1.0,,,28.0,0.0,0.0,0.15,,,7.000000000000001e-05,0.00017,5.9999999999999995e-05,,8.999999999999999e-05,,4e-05,5e-07,0.0003,2e-06,0.00054,,,0.004,0.014,0.014,,0.0005,0.005,0.0007,0.05,0.0,1e-06,,
"Eggplant piccata, prepared",,,5.6,8.9,8.3,138,2.3,4.2,1.0,,,2.3,0.2,2.7,0.067,,,5e-05,8.999999999999999e-05,0.0005600000000000001,,8e-05,,1.88e-05,3.2e-07,0.0011,5e-07,0.00066,,,0.017,0.23,0.073,,0.0006,0.096,0.0006,0.093,0.0,9e-06,,
"Eggplant, raw",,,1.1,2.4,0.1,21,0.0,0.0,0.1,,,2.4,0.0,2.7,0.0,,,4e-05,2.9999999999999997e-05,0.0007199999999999999,,8e-05,,2.45e-05,0.0,0.0019,0.0,0.00017,,,0.014,0.24,0.012,,0.0001,0.0025,0.0003,0.021,3.9e-06,1.0000000000000001e-07,,
"Eggplant slices, breaded, prepared",,,4.7,14.6,5.8,136,0.7,3.6,0.9,,,2.7,0.2,3.1,0.047,,,5.9999999999999995e-05,7.000000000000001e-05,0.00063,,8e-05,,1.9399999999999997e-05,1.7000000000000001e-07,0.0011,4.0000000000000003e-07,0.00062,,,0.017,0.23,0.023,,0.0004,0.062,0.0006,0.06,0.0,5.7000000000000005e-06,,
"Eggplant, steamed (without addition of salt)",,,1.1,2.4,0.1,21,0.0,0.0,0.1,,,2.4,0.0,2.7,0.0,,,2.9999999999999997e-05,2.9999999999999997e-05,0.00062,,7.000000000000001e-05,,1.58e-05,0.0,0.0015,0.0,0.00017999999999999998,,,0.014,0.21,0.012,,0.0001,0.0023,0.0003,0.021,4e-06,1.0000000000000001e-07,,
"Eggplant, stewed (without addition of fat and salt)",,,1.3,2.8,0.2,24,0.0,0.0,0.1,,,2.8,0.0,3.2,0.0,,,4e-05,4e-05,0.0007199999999999999,,8e-05,,1.84e-05,0.0,0.0017,0.0,0.00020999999999999998,,,0.015,0.23,0.015,,0.0002,0.0027,0.0003,0.025,4.6e-06,1.0000000000000001e-07,,
"Egg, raw",,,12.6,0.3,9.8,140,2.6,3.7,1.7,,,0.3,0.4,0.0,0.35,,,0.0001,0.00029,5e-05,,8.999999999999999e-05,,6.7e-05,1.31e-06,0.0,2.8e-06,0.00123,,,0.012,0.15,0.048,,0.0012,0.15,0.0018,0.2,2.3e-05,3.9e-05,,
"Egg white, raw",,,10.8,0.4,0.0,45,0.0,0.0,0.0,,,0.4,0.5,0.0,0.0,,,2e-05,0.00041999999999999996,4e-05,,4e-05,,1e-05,3.3e-07,0.0,0.0,0.0,,,0.011,0.15,0.0050999999999999995,,0.0,0.19,0.0,0.012,1.2e-05,7.5e-06,,
"Egg yolk, raw",,,16.4,0.3,31.3,349,8.8,12.0,5.0,,,0.2,0.1,0.0,1.255,,,0.0002,0.0005899999999999999,4e-05,,0.00035,,0.000122,3.42e-06,0.0,5.6e-06,0.0051600000000000005,,,0.012,0.12,0.14,,0.0038,0.052,0.0055,0.56,4.8e-05,0.00011,,
"Elderberry, raw",,,2.5,7.4,1.7,63,0.1,0.1,1.1,,,7.4,0.0,4.0,0.0,,,7.000000000000001e-05,7.000000000000001e-05,0.0016,,0.00025,,1.7e-05,0.0,0.029,0.0,0.001,,,0.03,0.3,0.037,,0.0002,0.001,0.0016,0.057,0.0,3e-06,,
"Emmentaler cheese, at least 45% fidm",,,28.4,0.0,32.6,408,20.3,7.9,1.5,,,0.0,0.4,0.0,0.084,,,1e-05,0.0003,0.00017999999999999998,,0.00011999999999999999,,9.4e-06,1.6699999999999999e-06,0.0,5e-07,0.00035,,,0.031,0.084,1.03,,0.0046,0.17,0.0004,0.62,0.0,2e-05,,
"Endive, raw",,,1.8,1.2,0.2,16,0.1,0.0,0.1,,,1.2,0.1,1.2,0.0,,,5e-05,0.00011999999999999999,0.00041,,4e-05,,0.000109,0.0,0.0129,0.0,0.0,,,0.0081,0.22,0.023,,0.0002,0.052,0.0005,0.026,2.0000000000000002e-07,2.8999999999999998e-06,,
"Energy Drink with caffeine, taurine and vitamins, with sugar",,,0.0,10.9,0.0,44,0.0,0.0,0.0,,,10.8,0.2,0.0,0.0,,,0.0,0.00043,0.00754,,0.0014199999999999998,,0.0,1.6299999999999999e-06,0.0,0.0,0.0,,,0.001,0.003,0.004,,0.0,0.063,0.0,0.003,1.0000000000000001e-07,0.0,,
"Energy Drink with caffeine, taurine and vitamins with sweetener",,,0.0,0.2,0.0,1,0.0,0.0,0.0,,,0.0,0.2,0.0,0.0,,,0.0,0.00043,0.00777,,0.0015400000000000001,,0.0,1.77e-06,0.0,0.0,0.0,,,0.001,0.003,0.004,,0.0,0.063,0.0,0.003,1.0000000000000001e-07,0.0,,
"Escalope (average of beef, veal, pork, poultry), breaded, fried",,,23.9,10.2,10.2,229,1.5,6.5,1.4,,,0.5,0.9,0.6,0.09,,,0.00028000000000000003,0.00017999999999999998,0.00725,,0.00044,,1.9399999999999997e-05,9.8e-07,0.0,5e-07,0.0024700000000000004,,,0.026,0.35,0.019,,0.002,0.34,0.0012,0.22,1.4e-05,6.3e-06,,
"Escalope (average of beef, veal, pork, poultry), pan fried (without addition of fat and salt)",,,29.7,0.2,2.4,141,0.8,1.0,0.4,,,0.0,0.2,0.0,0.071,,,0.00026000000000000003,0.0002,0.00876,,0.00041999999999999996,,8.2e-06,9.499999999999999e-07,0.0,2.0000000000000002e-07,0.00047999999999999996,,,0.029,0.37,0.012,,0.0025,0.072,0.0012,0.23,1.5e-05,1.8000000000000001e-06,,
"Escalope (average of beef, veal, pork, poultry), raw",,,22.6,0.2,2.1,110,0.7,0.9,0.3,,,0.0,0.2,0.0,0.052,,,0.00027,0.00016,0.0078,,0.00045,,7.9e-06,9.000000000000001e-07,0.0,2.0000000000000002e-07,0.00041,,,0.024,0.34,0.0092,,0.0019,0.061,0.0009,0.2,1.1e-05,1.3e-06,,
"Espresso with coffee cream, no sugar added",,,0.5,0.8,2.5,28,1.5,0.6,0.1,,,0.7,0.0,0.1,0.008,,,0.0,2e-05,0.00013000000000000002,,0.0,,5e-07,8e-08,0.0002,1.0000000000000001e-07,5.9999999999999995e-05,,,0.0040999999999999995,0.045,0.023,,0.0,0.014,0.0,0.017,0.0,1.8999999999999998e-06,,
"Eurasian perch, raw",,,18.0,0.0,0.7,79,0.1,0.1,0.3,,,0.0,0.2,0.0,0.07,,,7.000000000000001e-05,0.0001,0.0029,,0.00011999999999999999,,5e-06,1e-06,0.002,4e-06,0.00074,,,0.026,0.37,0.018,,0.0006,0.092,0.0002,0.22,2.9e-05,5e-06,,
Ewe's milk,,,5.5,4.7,7.1,105,4.1,1.7,0.5,,,4.7,0.1,0.0,0.027,,,8e-05,0.0004,0.00045,,2.9999999999999997e-05,,1e-05,4.4e-07,0.004200000000000001,1.0000000000000001e-07,0.00025,,,0.018,0.12,0.18,,0.0005,0.046,0.0,0.14,0.0,1e-05,,
"Extruded partially defatted soya (pieces, minced), dry",,,49.9,9.0,4.4,322,0.6,0.7,2.5,,,7.2,0.0,23.5,0.0,,,0.00015,4e-05,0.00202,,0.00029,,0.000119,0.0,0.0,0.0,0.00061,,,0.27,1.98,0.35,,0.0045,0.0015,0.012,0.58,8.8e-06,7e-07,,
Falafel (deep fried in HOLL rapeseed oil),,,8.4,26.9,7.9,225,0.7,5.0,1.8,,,1.9,0.7,6.4,0.0,,,0.00014000000000000001,4e-05,0.00047999999999999996,,0.00011,,5.19e-05,0.0,0.0046,0.0,0.00226,,,0.047,0.36,0.047,,0.0009,0.3,0.0019,0.14,0.0,9.000000000000001e-07,,
Farmers' bread,,,9.2,44.3,2.0,242,0.7,0.3,0.6,,,2.4,1.8,4.8,0.004,,,0.0002,0.00013000000000000002,0.00109,,0.00011,,2.5e-05,3e-08,0.0002,0.0,0.00033,,,0.038,0.2,0.046,,0.0014,0.71,0.0015,0.17,3.4e-06,1.3e-06,,
"Fennel, raw",,,1.0,2.6,0.4,23,0.1,0.1,0.2,,,2.2,0.1,2.6,0.0,,,2e-05,0.00011,0.0002,,4e-05,,1.9600000000000002e-05,0.0,0.0033,0.0,0.00014000000000000001,,,0.011,0.32,0.037,,0.0002,0.022,0.0002,0.028,0.0,5e-07,,
"Fennel, steamed (without addition of salt)",,,1.0,2.5,0.4,22,0.1,0.1,0.2,,,2.1,0.0,2.4,0.0,,,2e-05,0.0001,0.00016,,2.9999999999999997e-05,,1.18e-05,0.0,0.0025,0.0,0.00014000000000000001,,,0.0099,0.27,0.035,,0.0002,0.019,0.0002,0.027,0.0,5e-07,,
Fermented dough,,,7.8,38.3,0.9,199,0.1,0.1,0.4,,,0.3,1.2,3.0,0.0,,,0.00017,5.9999999999999995e-05,0.0007099999999999999,,0.00017,,2.5699999999999998e-05,0.0,0.0,0.0,0.00023,,,0.032,0.12,0.013,,0.0011,0.49,0.0015,0.11,3.5e-06,9.000000000000001e-07,,
"Feta, cow milk",,,16.0,1.4,20.7,256,12.4,4.9,0.9,,,1.4,3.7,0.0,0.062,,,4e-05,0.00033,0.0002,,0.00019,,4.9e-05,8.8e-07,0.0,3e-07,0.0005,,,0.02,0.15,0.48,,0.0,1.5,0.0002,0.34,0.0,0.0,,
"Feta, ewe-/goat milk",,,14.8,0.7,24.3,281,16.8,4.9,0.8,,,0.0,2.3,0.0,0.065,,,2e-05,0.00054,0.00017999999999999998,,1e-05,,1.89e-05,4.1e-07,0.0,1.0000000000000001e-07,0.0004,,,0.012,0.066,0.22,,0.0012,0.91,0.0001,0.19,0.0,8e-05,,
"Fig, dried",,,3.1,55.9,1.2,267,0.1,0.2,0.7,,,55.9,0.3,10.0,0.0,,,8e-05,8e-05,0.00065,,0.00011999999999999999,,1.2699999999999999e-05,0.0,0.0005,0.0,0.00035,,,0.067,0.78,0.19,,0.0005,0.11,0.0014,0.075,6e-07,4e-06,,
"Fig, fresh",,,1.2,13.5,0.5,71,0.1,0.1,0.2,,,12.2,0.0,4.1,0.0,,,4e-05,2.9999999999999997e-05,0.00035,,5.9999999999999995e-05,,2.45e-05,0.0,0.0034,0.0,8e-05,,,0.022,0.23,0.057,,0.0002,0.005,0.0003,0.021,1.6000000000000001e-06,1.5e-06,,
"Fish (average), filet, steamed (without addition of fat and salt)",,,17.9,0.0,5.8,123,0.9,2.4,1.6,,,0.0,0.2,0.0,0.073,,,0.00011,8.999999999999999e-05,0.00431,,0.00031,,9.9e-06,3.38e-06,0.0006,4.9000000000000005e-06,0.00126,,,0.027,0.38,0.021,,0.0005,0.072,0.0005,0.23,3.7e-05,7.3e-05,,
"Fish (average), raw ",,,19.1,0.0,5.3,124,0.8,2.2,1.4,,,0.0,0.2,0.0,0.059,,,0.00011999999999999999,0.0001,0.00492,,0.00035999999999999997,,1.13e-05,3.38e-06,0.0006,4.7e-06,0.0011200000000000001,,,0.025,0.41,0.017,,0.0004,0.068,0.0005,0.22,3.3e-05,6.5e-05,,
Fishburger,,,12.2,26.7,11.5,262,4.9,2.9,3.0,,,3.9,1.1,1.5,0.026,,,5e-05,1e-05,0.00063,,7.000000000000001e-05,,2.33e-05,8.3e-07,0.0005,8.000000000000001e-07,0.00283,,,0.022,0.21,0.055,,0.0006,0.44,0.0005,0.14,0.0,1.2e-05,,
"Fish fingers (sticks), breaded and pre deep fried",,,15.5,15.5,11.9,232,0.9,6.8,3.5,,,0.1,0.6,0.7,0.047,,,7.000000000000001e-05,4e-05,0.0014,,0.00011999999999999999,,8.5e-06,8.8e-07,0.0,9.000000000000001e-07,0.00127,,,0.019,0.3,0.01,,0.0005,0.25,0.0004,0.14,1.8e-05,8.9e-05,,
"Fish fingers/sticks (breaded and pre deep fried), fried in HOLL rapeseed oil",,,16.0,16.8,18.9,302,1.4,12.0,4.4,,,0.1,0.6,0.8,0.051,,,5.9999999999999995e-05,4e-05,0.0013700000000000001,,0.0001,,7.4e-06,8.6e-07,0.0,8.000000000000001e-07,0.00164,,,0.018,0.28,0.011,,0.0005,0.23,0.0004,0.14,2e-05,9.6e-05,,
"Fish fingers/sticks (breaded and pre deep fried), oven baked (without addition of fat)",,,16.7,17.6,12.4,251,1.0,7.1,3.6,,,0.1,0.6,0.8,0.053,,,5.9999999999999995e-05,4e-05,0.00132,,0.00011999999999999999,,7.7e-06,9.000000000000001e-07,0.0,8.000000000000001e-07,0.00135,,,0.019,0.29,0.012,,0.0005,0.24,0.0004,0.15,2.1e-05,0.0001,,
"Fish, hake, raw",,,17.0,0.0,0.6,74,0.1,0.2,0.2,,,0.0,0.2,0.0,0.05,,,5e-05,8e-05,0.0014299999999999998,,0.00017999999999999998,,1.2e-05,2.1000000000000002e-06,0.0015,0.0,0.0002,,,0.025,0.32,0.025,,0.0004,0.077,0.0007,0.19,2.2e-05,0.00012,,
"Fish, plaice, raw",,,17.1,0.0,1.9,85,0.4,0.4,0.7,,,0.0,0.3,0.0,0.063,,,0.00020999999999999998,0.00022,0.0029,,0.00022,,1.1e-05,1.5e-06,0.0015,3e-06,0.00103,,,0.022,0.31,0.061,,0.0005,0.1,0.0009,0.2,3.2e-05,5.3e-05,,
"Fish, pollock (saithe), raw",,,19.3,0.0,0.8,84,0.2,0.1,0.2,,,0.0,0.1,0.0,0.071,,,5e-05,5e-05,0.002,,0.00017999999999999998,,1e-05,1.3e-06,0.0,8.000000000000001e-07,0.00076,,,0.014,0.44,0.008,,0.0003,0.04,0.0002,0.17,2.6e-05,8.5e-05,,
"Fish product, anchovy in oil, drained",,,26.4,0.2,8.5,182,3.1,3.6,1.4,,,0.1,12.0,0.0,0.076,,,4e-05,0.00025,0.0039,,0.00037,,1.6e-05,2.09e-05,0.0005,1.7e-06,0.00116,,,0.23,0.25,0.29,,0.0017,4.97,0.0027,0.28,8e-06,3e-05,,
