name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
"Gehacktes, vegan aus Soja-oder Erbsenprotein, roh",,,14.8,5,8.4,167,2.3,3.4,1.7,,,3.2,1.1,6.2,0,,,0.14,0.09,0.86,0.23,0.07,,34.6,0,0.5,0.3,1.35,,,65,570,99,,1.6,430,3,220,5.8,10,,
"Gemüse (Durchschnitt), gekocht (ohne Zugabe von Salz und Fett)",,,1.2,4,0.3,28,0.1,0,0.1,,,3.2,0.0,2,0,,,0.04,0.03,0.34,0.15,0.08,,18.5,0,14.6,0,0.43,,,8.1,130,23,,0.2,8.8,0.3,28,0.4,1.5,,
"Gemüse (Durchschnitt), roh",,,1.3,4.3,0.3,29,0.1,0,0.1,,,3.4,0.0,2,0,,,0.05,0.05,0.5,0.21,0.11,,36.2,0,27.1,0,0.43,,,13,250,24,,0.2,12,0.3,31,0.4,1.7,,
"Gemüsegratin, gebacken",,,2.6,2.4,3.9,58,2.3,0.9,0.3,,,2.1,0.3,1.6,9,,,0.04,0.08,0.6,0.28,0.07,,22.3,0.07,24.7,0.1,0.26,,,13,250,80,,0.4,110,0.2,65,k.A.,2.9,,
"Gemüselasagne, zubereitet",,,4.3,11.2,7.6,133,4.4,2,0.4,,,2.4,1.2,1.1,20,,,0.02,0.09,0.35,0.16,0.05,,5.5,0.12,7.2,0.1,0.45,,,14,130,120,,0.5,470,0.3,96,k.A.,5.5,,
Gepuffter Weizen mit Honig oder andere Zuckerarten,,,8.4,78.2,2.2,377,0.4,0.8,0.9,,,30.5,0.0,5.5,0,,,0.02,0.02,2.8,0.19,0.06,,20.9,0,0,0,0.75,,,72,290,23,,2.1,19,2.4,230,3.9,0,,
Gepufftes oder extrudiertes Getreide mit Kakao oder Schokolade,,,8.9,76.6,2.8,380,1,0.8,0.7,,,20.7,0.5,6.5,0,,,0.02,0.02,2.8,0.19,0.06,,20.9,0,0,0,0.75,,,82,520,26,,1.7,210,5.2,190,2.6,2,,
Gerstenflocken,,,8.5,66.1,1.5,333,0.3,0.1,0.7,,,2.2,0.0,10.3,0,,,0.2,0.08,3.1,0.49,0.29,,19,0,0,0,0.25,,,66,160,16,,1.3,3,2,190,1,1,,
"Gerstotto, gekocht",,,3.0,22.2,2.4,131,0.3,1.3,0.3,,,1,0.8,4.5,0,,,0.04,0.01,0.34,0.05,0.05,,13.8,0,0.3,0,0.4,,,25,65,12,,0.7,340,0.6,84,1,0.7,,
"Geschnetzeltes (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), gebraten (ohne Zusatz von Fett und Salz)",,,29.5,0.2,2.6,142,0.8,1,0.4,,,0,0.2,0,72,,,0.21,0.18,8.64,0.94,0.45,,6.7,0.76,0,0.5,0.38,,,28,370,12,,2.5,68,1,240,15,1.8,,
"Geschnetzeltes (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), roh",,,22.5,0.2,2.3,111,0.7,0.9,0.3,,,0,0.1,0,53,,,0.22,0.14,7.69,0.82,0.49,,6.5,0.72,0,0.4,0.33,,,24,340,8.6,,1.9,58,0.7,200,11,1.3,,
"Geschnetzeltes, vegan aus Soja-oder Erbsenprotein, roh",,,20.7,3.5,3.3,139,0.4,1.1,1.3,,,1.4,1.5,6.5,0,,,0.11,0.1,0.71,0.36,0.08,,44.4,0,0.5,0.3,1.09,,,89,660,86,,1.6,610,3.1,270,6.4,5.3,,
Getreide-Flakes aus Vollkornweizen und Reis mit roten Früchten,,,8.4,79.5,1.6,379,0.3,0.2,0.8,,,12.8,0.5,6.4,0,,,0.04,0.03,4.36,0.4,0.13,,29.6,0,8.6,0,0.8,,,56,290,29,,1.7,220,2.2,190,2.1,2.3,,
Getreide-Flakes aus Vollkornweizen und Reis mit Schokolade,,,8.1,76.2,6.6,408,3.6,2,0.9,,,17.8,0.5,5.6,1,,,0.03,0.05,3.66,0.29,0.1,,16.9,0,0.1,0,0.36,,,61,340,37,,1.7,200,2.7,180,k.A.,2.8,,
"Getreide-Flakes aus Vollkornweizen und Reis, nature",,,8.5,80.7,1.5,382,0.3,0.2,0.8,,,10.9,0.6,5.6,0,,,0.03,0.02,4.3,0.31,0.11,,18.9,0,0,0,0.42,,,53,260,22,,1.7,230,2.2,190,2.2,2,,
Getreideflocken (Durchschnitt),,,11.5,63.5,3.7,352,0.6,0.8,1.3,,,1.4,0.0,9.5,0,,,0.33,0.08,2.64,0.71,0.27,,36.6,0,0,0,0.53,,,100,280,28,,2.5,8.1,3.9,310,1.7,2.7,,
"Getreide-Kissen, gefüllt mit Schokolade und Haselnuss",,,6.3,66.6,16.1,446,3.2,2.8,6.9,,,27.4,0.4,4.9,0,,,0.08,0.05,1.79,0.26,0.07,,20.9,0,0,0,6.82,,,70,330,61,,1.6,180,3.1,180,1.9,k.A.,,
Getreideriegel mit Schokoladeüberzug,,,8.7,57.9,20.3,460,10.9,6.6,2,,,37,0.4,5.7,4,,,0.17,0.19,1.06,0.36,0.14,,21.6,0,2.5,0,1.03,,,67,450,110,,1.6,150,2.3,210,k.A.,7.2,,
"Getreideriegel, ohne Ueberzug und Füllung",,,8.2,64,13,418,5.5,4.4,2.2,,,32.1,0.4,6,0,,,0.19,0.07,1.36,0.4,0.17,,22.8,0,1.7,0,1.13,,,62,270,29,,1.4,180,2.2,180,k.A.,1.8,,
Gipfeli (Durchschnitt),,,7.8,40.4,22,398,12.8,5.1,1.4,,,2.3,1.2,3.9,70,,,0.12,0.09,0.63,0.36,0.11,,21.9,0.07,0.1,0.4,0.72,,,24,160,33,,1,460,1,110,2.8,2.8,,
Glaceriegel oder Stängel (Rahmglace) mit Schokoladeüberzug,,,5.1,35.8,21.4,359,15.2,4.4,1.4,,,27.7,0.3,1.3,9,,,0.07,0.32,0.82,0.56,0.13,,0.9,0.26,1,0.5,1.5,,,40,250,150,,1.1,120,1.1,48,5,16,,
Glarner Schabziger,,,31.6,Sp.,0.5,132,0.3,0.1,0,,,Sp.,4.3,0,2,,,0.01,0.28,Sp.,Sp.,0.05,,Sp.,Sp.,Sp.,Sp.,Sp.,,,34,140,860,,3.9,1740,0.2,560,k.A.,Sp.,,
Gorgonzola,,,19.0,0.1,31.2,357,18.7,7.4,1.4,,,0.1,3.6,0,94,,,0.01,0.36,0.32,1.41,0.07,,52,0.9,Sp.,0.6,0.54,,,20,140,610,,2.5,1450,0.3,360,k.A.,40,,
"Granatapfel, roh",,,1.4,14.3,1.2,81,0.1,0.1,1,,,13.3,0.0,2.3,0,,,0.06,0.02,0.24,0.31,0.03,,8.8,0,10.8,0,0.08,,,12,230,9.5,,0.2,2,0.2,27,0.5,1.5,,
"Grapefruit (weiss oder rot), roh",,,0.9,8,0.2,39,0,0,0.1,,,6.6,0.0,0.9,0,,,0.06,0.02,0.2,0.22,0.03,,23,0,36,0,0.27,,,8,130,23,,0.1,1,0.1,18,1.4,0.3,,
"Greyerzer, vollfett",,,26.4,0,32,396,19.2,7.5,1.5,,,0,1.5,0,96,,,0.02,0.37,0.2,0.47,0.13,,10,1.45,Sp.,0.7,0.35,,,35,90,900,,4.2,590,0.4,600,k.A.,11,,
"Griessbrei, zubereitet (mit teilentrahmter Milch, ohne Zugabe von Zucker)",,,4.7,11.3,3,93,1.8,0.7,0.2,,,4.9,0.2,0.6,12,,,0.03,0.19,0.16,0.36,0.03,,6.5,0.15,0.4,0.1,0.12,,,16,180,130,,0.6,73,0.3,110,1.9,11,,
"Griessbrei, zubereitet (mit Vollmilch, ohne Zugabe von Zucker)",,,4.7,11.3,3,93,1.8,0.7,0.2,,,4.9,0.2,0.6,12,,,0.03,0.19,0.16,0.36,0.03,,6.5,0.15,0.4,0.1,0.12,,,16,180,130,,0.6,73,0.3,110,1.9,11,,
Griessköpfli mit Zucker,,,4.4,18.2,2.8,117,1.6,0.6,0.2,,,12.3,0.2,0.6,11,,,0.02,0.17,0.15,0.33,0.03,,6.1,0.14,0.3,0.1,0.11,,,15,170,120,,0.5,68,0.3,110,1.8,10,,
"Griessschnitte, zubereitet (mit teilentrahmter Milch)",,,6.3,14.3,6.4,142,3.3,1.6,0.5,,,4.1,0.3,1,59,,,0.04,0.18,0.17,0.55,0.04,,14.5,0.24,0.3,0.4,0.31,,,19,170,110,,0.7,100,0.6,130,4.8,14,,
"Griessschnitte, zubereitet (mit Vollmilch)",,,6.2,14.3,7.5,151,4,1.9,0.6,,,4.1,0.3,1,63,,,0.04,0.21,0.17,0.54,0.04,,14.5,0.25,0.6,0.4,0.34,,,19,170,110,,0.7,100,0.6,120,4.7,13,,
Grittibänz,,,9.2,46.9,11.1,329,6.4,2.6,0.9,,,2.8,1.4,2.2,41,,,0.11,0.13,0.5,0.38,0.06,,23.2,0.1,0.2,0.3,0.56,,,14,180,49,,0.6,570,0.5,91,2.7,5.4,,
Guacamole,,,2.2,5.9,16.5,192,4,10.2,1.7,,,2.7,1.4,5.7,4,,,0.09,0.09,1.45,0.88,0.36,,60.3,0,359,0.5,2.4,,,27,440,18,,0.4,540,0.6,27,5,4,,
Gulaschsuppe,,,4.8,6.3,2.4,67,1,1,0.2,,,1.4,0.6,0.4,7,,,0.02,0.06,1.13,0.14,0.08,,3,0.2,1.9,Sp.,0.13,,,13,220,10,,0.6,230,0.5,35,k.A.,0.5,,
Gummibonbon mit Fruchtessenz,,,6.6,78.6,0,341,0,0,0,,,74.7,0.2,0,0,,,Sp.,Sp.,Sp.,Sp.,Sp.,,Sp.,Sp.,Sp.,Sp.,Sp.,,,2,12,9,,1.4,62,0.2,4,k.A.,Sp.,,
"Gurke, in Essig eingelegt",,,0.7,2.1,0.1,14,0,0,0,,,1.9,1.8,1,0,,,0.02,0.02,0.2,Sp.,0.02,,7,0,5,0,0.1,,,11,100,14,,0.3,700,1,20,k.A.,Sp.,,
"Gurke, roh",,,0.7,1.8,0,12,0,0,0,,,1.8,0.0,0.8,0,,,0.02,0.01,0.18,0.17,0.03,,10.5,0,8.9,0,0.05,,,9.9,140,16,,0.1,1.7,0.2,23,0,1.7,,
"Hackbraten, hausgemacht, im Ofen gebacken",,,15.0,8.1,9,175,2.6,4.8,0.9,,,0.7,2.2,0.6,69,,,0.13,0.11,2.61,0.47,0.12,,9.5,1,1.4,0.3,0.69,,,16,170,12,,2.6,890,1.2,130,k.A.,4.9,,
"Hackplätzli (Rind), hausgemacht, gebraten in Rapsöl HOLL",,,17.8,6.4,14.7,231,4.9,7.5,1.3,,,1.2,0.7,0.7,83,,,0.05,0.14,4.73,0.75,0.29,,14.1,1.07,2.3,0.5,0.98,,,18,270,21,,3.1,290,1.5,150,k.A.,7.5,,
"Hackplätzli (Rind), hausgemacht, gebraten (ohne Zugabe von Fett)",,,18.3,6.5,12,208,4.8,5.3,0.9,,,1.3,0.7,0.7,86,,,0.05,0.14,4.85,0.77,0.3,,14.5,1.1,2.3,0.5,0.35,,,18,280,21,,3.2,290,1.5,160,k.A.,7.7,,
"Haferbrei, zubereitet (mit teilentrahmter Milch, ohne Zugabe von Zucker)",,,6.3,15.8,4.6,133,2.2,1.1,0.5,,,5.7,0.2,1.8,14,,,0.05,0.22,0.21,0.44,0.03,,6,0.17,0.4,0.1,0.25,,,36,240,160,,1,87,0.6,190,1.8,12,,
"Haferbrei, zubereitet (mit Vollmilch, ohne Zugabe von Zucker)",,,6.2,15.8,6.2,147,3.2,1.5,0.6,,,5.7,0.2,1.8,19,,,0.05,0.26,0.21,0.44,0.04,,6,0.18,0.9,0.1,0.3,,,36,240,150,,1,88,0.6,190,1.7,12,,
Haferflocken,,,13.5,59.5,7.5,381,0.9,1.9,2.2,,,1,0.0,10.5,0,,,0.34,0.05,0.56,0.45,0.09,,20.5,0,0,0,0.79,,,130,390,54,,3.2,19,3.5,440,2.1,0.5,,
"Hafergetränk, nature",,,0.5,7.8,1.5,47,0.2,0.5,0.7,,,3.6,0.1,0.2,0,,,0.03,0.01,0.06,0.15,0.01,,2.3,0,0,Sp.,0.51,,,4.2,30,1,,0,40,0,11,0.2,0.4,,
"Hafergetränk, nature mit Calcium und Vitaminen angereichert",,,0.5,7.8,1.5,48,0.2,0.5,0.7,,,3.6,0.1,0.9,0,,,0.03,0.15,0.06,0.15,0.01,,2.3,0.26,0,0.9,0.51,,,4.2,30,120,,0,40,0,29,0.2,8.7,,
Haferkleie,,,18.5,50.8,7,371,1.3,2.4,2.8,,,1.5,0.0,15.4,0,,,0.85,0.22,0.93,1.25,0.36,,52,0,0,0,1.01,,,240,570,58,,3.1,4,5.4,730,k.A.,0.8,,
"Halbentrahmte Milch 1.5% Fett, UHT",,,3.2,4.8,1.5,46,0.9,0.4,0,,,4.8,0.1,0,5,,,0.04,0.2,0.09,0.32,0.05,,9.5,0.25,1.7,0,0.09,,,12,170,120,,0.4,43,0,89,1.2,10,,
Halbfettbutter,,,4.8,3.5,39.8,391,24.1,12,1.5,,,3.5,0.3,0,140,,,0.03,0.01,0.97,0.35,0.02,,10,0.5,0,1.4,1,,,14,160,120,,0.4,120,0,90,k.A.,3.5,,
"Halbrahm, pasteurisiert",,,2.3,3.3,27.9,274,16.7,6.6,1.3,,,3.3,0.1,0,82,,,0.02,0.15,0.07,0.45,0.03,,6.8,0.26,0.9,0.4,0.62,,,7,130,78,,0.2,35,0,64,k.A.,12,,
"Halbrahm, UHT",,,2.5,3.7,25.1,251,15.1,5.9,1.2,,,3.7,0.1,0,71,,,0.02,0.13,0.07,0.45,0.02,,2.7,0.26,0,0.4,0.69,,,8.6,140,91,,0.3,34,0,74,k.A.,12,,
Halbweissbrot,,,9.4,46.4,1.1,240,0.1,0.1,0.5,,,0.4,1.7,3.7,0,,,0.15,0.07,0.79,0.38,0.19,,21,0,0,0,0.29,,,38,150,16,,1.3,680,1.8,130,2.7,1.1,,
Halbweissbrot (mit jodiertem Kochsalz),,,9.4,46.4,1.1,240,0.1,0.1,0.5,,,0.4,1.7,3.7,0,,,0.15,0.07,0.79,0.38,0.19,,21,0,0,0,0.29,,,38,150,16,,1.3,670,1.8,130,2.7,44,,
"Hamburger, doppelt",,,11.9,24.7,12.1,258,6.3,4.1,1,,,3.3,1.4,1.7,30,,,0.18,0.14,2.06,0.29,0.13,,23,1.1,0.9,0.1,0.79,,,24,220,100,,1.9,560,1.2,220,16,6.5,,
Hanföl,,,0.0,0,100,900,9.9,12.7,72.2,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,1.8,,,0,0,0,,0,0,0,0,0,0,,
"Hartkaramellen, Hartbonbons",,,0.5,95,0.3,385,0.2,0.1,0,,,95,0.1,0,0,,,Sp.,Sp.,Sp.,Sp.,Sp.,,Sp.,Sp.,Sp.,Sp.,Sp.,,,3,9,4,,0,25,0.1,12,k.A.,Sp.,,
"Hart- und Halbhartkäse, vollfett (Durchschnitt)",,,26.6,0,32.1,397,19.5,7.6,1.5,,,0,1.2,0,92,,,0.02,0.34,0.18,0.39,0.12,,12.6,1.5,0,0.6,0.47,,,32,86,910,,4.3,460,0.3,590,k.A.,16,,
"Hartweizengriess, trocken",,,13.3,66.8,1.6,347,0.2,0.1,0.5,,,1.7,0.0,6.3,0,,,0.11,0.04,0.55,0.39,0.09,,46.7,0,0,0,0.31,,,54,210,23,,1.8,1.6,2.6,170,7.2,5.1,,
"Hartweizen, vorgekochtes geschältest Korn, gekocht (ohne Zugabe von Salz und Fett)",,,5.9,27.4,0.9,149,0.2,0.3,0.3,,,Sp.,0.0,3.8,0,,,0.06,0.01,0.26,0.29,0.05,,10.2,0,0.5,0,0.08,,,28,99,21,,0.7,5,0.8,96,3.1,2.2,,
"Hase (Durchschnitt), roh",,,22.0,0,1.9,105,0.6,0.2,0.9,,,0,0.1,0,65,,,0.09,0.06,8.07,0.8,0.3,,5,1,0,0,0.1,,,24,280,14,,2.2,44,2.8,210,17,0.6,,
Haselnuss,,,16.4,10.1,59.5,661,4.2,46.6,6.1,,,3,0.0,9.7,0,,,0.46,0.05,1.32,1.61,0.5,,76.6,0,2,0,15.92,,,160,720,160,,2.9,0.9,3.6,320,0.7,6.5,,
Haselnusskekse,,,6.7,47.4,27.7,473,8,16,2.3,,,23.3,0.1,3.5,32,,,0.09,0.07,0.57,0.3,0.11,,11,Sp.,0.6,0,7.27,,,49,220,80,,0.9,52,1.6,160,k.A.,2,,
Haselnussmakrone,,,12.2,37.5,37,544,2.6,29,3.8,,,33,0.2,6,0,,,0.29,0.1,0.83,1.04,0.32,,48.6,0.06,1.2,0,9.9,,,100,480,100,,1.8,85,2.3,200,2.6,5.5,,
Haselnussöl,,,0.0,0,100,900,8.3,75.4,12.9,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,28.6,,,0,0,0,,0,0,0,0,0,0,,
Haselnuss-Schokolade-Brotaufstrich,,,6.0,55.9,32.8,549,12.6,15.3,3.6,,,54.5,0.1,2.7,0,,,0.09,0.19,0.32,0.53,0.09,,17,0.18,0.4,0.1,3.8,,,55,420,130,,1,47,3,160,k.A.,3.9,,
Haselnussstängeli,,,10.5,47,36.6,567,12.5,17.7,3.1,,,22.6,0.1,3.7,140,,,0.19,0.08,0.46,0.89,0.2,,29.5,0.29,0.5,0.8,5.11,,,55,280,61,,1.5,56,1.9,180,5.6,11,,
"Hecht, roh",,,18.4,0,0.8,81,0.2,0.1,0.3,,,0,0.2,0,63,,,0.09,0.06,1.6,0.24,0.15,,6,2,3.8,1.4,0.6,,,28,370,22,,0.7,75,0.2,220,28,5.8,,
"Hefeteig (mit Butter), süss, ungebacken",,,8.7,43.2,11.1,311,6.1,2.7,1,,,6.4,0.9,1.9,57,,,0.15,0.14,0.54,0.62,0.12,,37.9,0.14,0.2,0.4,0.61,,,22,160,34,,0.9,380,1.1,110,3.5,5.8,,
"Hefeteig (mit pflanzlichem Fett), süss, ungebacken",,,9.2,39.9,11.1,300,3.6,4.8,2.2,,,1.1,1.0,2.1,36,,,0.16,0.14,0.59,0.66,0.13,,40.3,0.16,0.2,0.6,1.77,,,24,170,35,,0.9,410,1.1,120,3.7,6.3,,
"Heidelbeere, gefriergetrocknet",,,6.1,56.4,4.4,338,0.3,0.6,1.7,,,46.4,0.0,24.4,0,,,0.42,0.42,3.7,0.89,0.46,,25,0,15,0,7.6,,,49,540,120,,1.1,1.7,1.8,140,1.4,5.6,,
"Heidelbeere, roh",,,0.9,10.6,0.2,51,0,0,0.1,,,10,0.0,1.5,0,,,0.03,0.03,0.22,0.12,0.05,,9,0,7.5,0,1.34,,,5,66,10,,0.1,2,0.6,16,0.5,2,,
"Heilbutt, Atlantisch, roh",,,20.6,0,3.9,118,0.5,0.9,1.2,,,0,0.2,0,60,,,0.04,0.05,4,0.28,0.42,,12,0.96,0,9,0.7,,,23,400,15,,0.5,64,0.5,220,60,1,,
"Himbeere, roh",,,1.2,5.8,0.8,44,0.1,0.2,0.4,,,5.4,0.0,4.3,0,,,0.02,0.04,0.43,0.41,0.05,,25.5,0,20.7,0,0.94,,,20,170,16,,0.2,1,0.4,29,0.2,3,,
Hinterschinken,,,20.2,0.7,2.3,104,0.9,1.1,0.2,,,0.7,2.4,0,42,,,0.79,0.19,6.37,0.7,0.39,,2,0.09,60.8,Sp.,0.19,,,24,450,17,,1.9,940,0.6,330,8,3.6,,
"Hirsch (Durchschnitt), roh",,,20.6,0,3.3,112,1.7,0.7,0.8,,,0,0.2,0,50,,,0.25,0.25,5.53,0.8,0.3,,5,1,0,Sp.,0.13,,,21,310,10,,3.2,62,2.3,200,k.A.,0.6,,
"Hirsch, Entrecôte, roh",,,23.1,0,2.1,111,1.1,0.4,0.5,,,0,0.1,0,59,,,0.26,0.6,5.53,0.69,0.99,,6,6.3,0,0.4,0.2,,,23,320,3.2,,2.9,53,3,200,k.A.,7.8,,
"Hirseflocken, Vollkorn",,,10.6,68.8,3.9,360,0.9,0.8,1.7,,,1.6,0.0,3.9,0,,,0.33,0.11,1.8,0.71,0.41,,20,0,0,0,0.1,,,120,170,10,,2.9,3,6.9,280,2,2.5,,
"Hirse, Korn geschält",,,10.6,68.8,3.9,360,1,0.9,1.9,,,1.5,0.0,3.8,0,,,0.34,0.11,1.8,0.38,0.32,,20,0,0,0,0.1,,,120,170,9.5,,2.9,3,6.9,280,2,2.5,,
"Hirsotto, gekocht",,,3.6,24.7,3,144,0.5,1.6,0.7,,,1.1,0.9,1.5,0,,,0.06,0.02,0.49,0.11,0.07,,7,0,0.3,0,0.42,,,44,43,9.5,,1,350,2.3,95,0.8,1.3,,
Hollandaisesauce,,,3.0,9.3,18,212,9,5.3,0.7,,,6.2,1.0,0.1,60,,,0.03,0.06,0,0.5,0,,18,0.3,6,0.5,8.08,,,6,45,41,,0.7,400,0.7,30,k.A.,4.5,,
"Holunderbeere, schwarz, roh",,,2.5,7.4,1.7,63,0.1,0.1,1.1,,,7.4,0.0,4,0,,,0.07,0.07,1.6,0.16,0.25,,17,0,29,0,1,,,30,300,37,,0.2,1,1.6,57,k.A.,3,,
Honig (Blütenhonig),,,0.4,76,0,306,0,0,0,,,76,0.0,0,0,,,0,0.05,0.2,0.1,0.3,,5.3,0,1.7,0,0,,,3,47,5,,0.4,7,0.5,17,k.A.,0.5,,
Hot Dog in Weissbrot mit Ketchup und Senf,,,9.1,29.6,6.3,216,2.2,2.8,0.9,,,2.5,2.0,1.9,14,,,0.12,0.06,1.15,0.25,0.07,,8.7,0.12,4.7,0.3,0.44,,,21,170,17,,0.9,810,0.8,110,k.A.,2.3,,
"Hühnerei, ganz, festgekocht",,,14.0,0.3,10.9,156,2.9,4.1,1.8,,,0.3,0.4,0,389,,,0.09,0.26,0.04,2.16,0.08,,59.6,1.16,0,2.9,1.37,,,12,150,46,,1.2,160,1.7,180,26,27,,
"Hühnerei, ganz, roh",,,12.6,0.3,9.8,140,2.6,3.7,1.7,,,0.3,0.4,0,350,,,0.1,0.29,0.05,2.43,0.09,,67,1.31,Sp.,2.8,1.23,,,12,150,48,,1.2,150,1.8,200,23,39,,
"Hühnereigelb, roh (Eidotter)",,,16.4,0.3,31.3,349,8.8,12,5,,,0.2,0.1,0,1255,,,0.2,0.59,0.04,4.53,0.35,,122,3.42,0,5.6,5.16,,,12,120,140,,3.8,52,5.5,560,48,110,,
"Hühnereiweiss, roh (Eiklar)",,,10.8,0.4,0,45,0,0,0,,,0.4,0.5,0,0,,,0.02,0.42,0.04,0.28,0.04,,10,0.33,0,0,0,,,11,150,5.1,,0,190,0,12,12,7.5,,
"Hülsenfrüchte (Durchschnitt), gekocht (ohne Zugabe von Fett und Salz)",,,9.6,14.7,1.9,127,0.3,0.4,1,,,1,0.0,6.5,0,,,0.16,0.06,0.66,0.24,0.1,,46.8,0,2.2,0,0.18,,,44,350,36,,1.1,1.8,2,150,k.A.,0.7,,
"Hülsenfrüchte (Durchschnitt), getrocknet",,,25.1,39.7,4.9,336,0.7,1,2.7,,,2.7,0.0,16.5,0,,,0.65,0.2,2.58,1.14,0.37,,239.7,0,9.5,0,0.52,,,130,1200,96,,3.2,4,6,420,k.A.,1.8,,
Hummus,,,7.3,9.1,14,202,1.8,6.8,4.2,,,0.8,1.1,5.3,0,,,0.18,0.06,0.93,0.15,0.15,,47.8,0,4.9,0,1.62,,,75,250,170,,1.3,460,2.2,160,k.A.,1.3,,
"Hüttenkäse, nature",,,12.4,2.4,4.5,100,2.7,1,0.2,,,2.2,0.8,0,14,,,0.01,0.23,0.1,0.36,0.02,,15,0.52,0,0.1,0.11,,,6.2,72,69,,0.4,320,0,150,k.A.,20,,
"Ingwer, roh",,,1.1,3.4,1.1,33,0.1,0.8,0.1,,,1,0.0,2.7,0,,,0.02,0.01,0.1,0.13,0.1,,11.8,0,0.5,0.3,k.A.,,,26,320,11,,0.2,6.3,0.4,26,0.7,0,,
"Instant-Kartoffelstock, zubereitet (mit Wasser und Butter)",,,2.0,11.5,2.8,80,1.6,0.6,0.2,,,1.8,0.6,0.8,8,,,0.02,0.07,0.79,0.21,0.12,,4.6,0.05,3.1,0.1,0.09,,,13,220,46,,0.2,220,0.4,67,k.A.,1.2,,
Jägersauce,,,2.2,8,1.8,58,0.5,0.7,0.2,,,2.5,1.5,0.5,0,,,0.01,0.06,0.5,0.16,0.01,,4,Sp.,1.4,0.4,0.08,,,8,120,17,,0.7,620,0.7,47,k.A.,4,,
"Joghurtalternative, aus Kokosnuss, mit Früchten oder Aroma, gezuckert",,,0.7,12.3,5.9,107,5.5,0.3,0.1,,,8,0.1,0.7,0,,,0.02,0.01,0.13,0.1,0.01,,5,0,0.5,0,0.08,,,8.2,46,17,,0.1,28,0.2,18,k.A.,k.A.,,
"Joghurtalternative, aus Kokosnuss, nature",,,0.7,5,7.6,92,7.1,0.4,0.1,,,0.7,0.1,0.3,0,,,0,0,0.1,0.03,0,,0.5,0,0,0,0,,,9.7,92,5,,0.1,25,0.3,22,1.3,k.A.,,
"Joghurtalternative, aus Mandel, mit Früchten oder Aroma, gezuckert",,,2.3,10.3,5.4,99,0.4,3.3,1,,,7.2,0.1,0.1,0,,,0.01,0.02,0.15,0.02,0,,2.1,0,0.4,0,0.78,,,16,64,15,,0.3,24,0.3,61,0.4,k.A.,,
"Joghurtalternative, aus Mandel, nature",,,1.3,4.8,4,60,0.3,2.5,0.8,,,0.4,0.1,k.A.,0,,,0.01,0.02,0.16,0.02,0,,1.9,0,0,0,0.86,,,18,65,16,,0.3,23,0.3,68,0.4,k.A.,,
"Joghurtalternative, aus Soja, mit Früchten oder Aroma, gezuckert",,,3.6,11.1,1.7,76,0.3,0.4,0.9,,,10.6,0.1,1.1,0,,,0.02,0.01,0.1,0.06,0.02,,17.7,0,0.5,0.3,0.27,,,14,91,36,,0.3,34,0.4,53,1,5,,
"Joghurtalternative, aus Soja, mit Früchten oder Aroma, gezuckert, mit Calcium und Vitaminen angereichert",,,3.0,12.9,2.3,85,0.8,0.4,1,,,11.6,0.1,0.5,0,,,0.02,0.21,0.1,0.05,0.01,,12.9,0.38,0.5,0.8,0.19,,,13,89,87,,0.2,28,0.4,63,k.A.,5,,
"Joghurtalternative, aus Soja, nature",,,4.1,2.1,1.9,43,0.2,0.5,1.1,,,0.7,0.1,0.8,0,,,0.02,0.01,0.1,0.04,0.01,,18.6,0,0.5,0.3,0.23,,,17,110,14,,0.3,34,0.4,48,1,k.A.,,
"Joghurtalternative, aus Soja, nature, mit Calcium und Vitaminen angereichert",,,3.9,1.1,2.1,40,0.3,0.5,1.2,,,0.3,0.1,0.6,0,,,0.02,0.01,0.1,0.07,0.03,,15.1,0.38,0.5,0.8,0.23,,,16,130,120,,0.3,21,0.4,87,k.A.,k.A.,,
"Joghurt Bifidus, nature",,,4.0,4.5,3.6,66,2.2,0.9,0.2,,,4.5,0.1,0,11,,,0.02,0.13,0.09,0.33,0.04,,5,0.5,Sp.,0.2,0.11,,,12,180,150,,0.5,45,0,110,k.A.,7.5,,
"Joghurt, Erdbeer",,,3.4,15.2,2.7,101,1.6,0.6,0.1,,,14.3,0.1,0.9,8,,,0.01,0.15,0.15,0.25,0.04,,13.6,0.27,12.3,0.1,0.1,,,11,150,110,,0.4,42,0.1,97,k.A.,5.5,,
