name,brand,barcode,proteins,carbohydrates,fats,calories,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
Agar Agar,,,2.4,0.0,0.2,160,n.d.,n.d.,n.d.,,,n.d.,0.3,74.1,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,100,52,660,,1.5,130.0,4.5,34,n.d.,n.d.,,
Agave syrup,,,0.2,73.1,0.0,293,0,n.d.,n.d.,,,n.d.,0.0,0.0,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,n.d.,n.d.,n.d.,,n.d.,4.0,n.d.,n.d.,n.d.,n.d.,,
Sandwich (baguette bread) with mozzarella,,,6.0,20.1,6.2,163,1.9,1.7,2.2,,,1.4,1.0,1.6,12,,57,0.07,0.06,0.42,0.16,0.08,,14.8,0.18,8,0.1,2.24,,,14,140,50,,0.7,410.0,0.7,81,n.d.,1.7,,
Sandwich (baguette bread) with raw ham,,,8.8,18.7,5.7,165,1.3,1.9,2.1,,,1.3,1.4,1.5,19,,37,0.22,0.07,2.31,0.43,0.16,,12.8,0.09,8.9,0.1,2.08,,,17,240,13,,0.8,540.0,0.9,89,n.d.,1.6,,
Sandwich (baguette bread) with salami,,,5.8,18.3,6.5,158,1.7,2.2,2.1,,,1.8,1.2,1.7,14,,31,0.14,0.05,1.11,0.24,0.1,,15.5,0.12,9.4,0.2,1.93,,,14,180,14,,0.6,490.0,0.7,60,n.d.,1.3,,
Sandwich (baguette bread) with semi hard cheese,,,6.7,20.1,7.6,179,2.8,1.9,2.3,,,1.4,1.1,1.6,17,,71,0.06,0.07,0.4,0.19,0.08,,14.5,0.19,8,0.1,2.25,,,17,150,110,,0.8,440.0,0.7,110,n.d.,2.9,,
Sandwich (baguette bread) with soft cheese,,,6.3,21.4,7.6,183,2.6,1.9,2.4,,,1.2,1.3,1.7,17,,59,0.07,0.08,0.44,0.23,0.08,,18.9,0.2,6.6,0.1,2.42,,,16,150,65,,0.7,520.0,0.7,82,n.d.,3.2,,
Sandwich (brown bread) with cold cuts,,,5.5,15.2,7.1,151,1.9,2.6,2.1,,,1.8,0.8,1.9,14,,33,0.13,0.06,0.98,0.25,0.09,,18.4,0.16,11.8,0.1,1.81,,,19,160,17,,0.7,330.0,0.7,83,n.d.,1.8,,
Sandwich (brown bread) with dried meat,,,7.4,16.1,4.0,134,0.7,1.1,1.9,,,1.8,1.2,2.0,14,,31,0.11,0.06,1.58,0.28,0.11,,18.9,0.17,7.7,0,1.9,,,21,210,17,,1.2,490.0,1.2,96,n.d.,1.3,,
Sandwich (brown bread) with ham,,,6.4,15.2,3.8,125,0.7,1.1,1.8,,,1.8,1.1,1.9,12,,29,0.22,0.07,1.5,0.26,0.12,,18.1,0.03,16.3,0,1.81,,,21,210,18,,0.8,450.0,0.8,110,n.d.,1.8,,
Sandwich (brown bread) with luncheon meat,,,8.2,21.9,9.5,210,2.3,3.3,3.2,,,1.1,1.1,2.2,70,,33,0.17,0.09,1.08,0.55,0.09,,23,0.23,9.9,0.6,2.9,,,23,160,22,,1,450.0,1.1,130,n.d.,5,,
Sandwich (brown bread) with mozzarella,,,6.1,17.6,6.3,156,1.9,1.7,2.2,,,1.4,1.0,2.1,12,,57,0.11,0.07,0.66,0.19,0.07,,19.1,0.18,8,0.1,2.21,,,20,150,53,,0.9,400.0,0.9,110,n.d.,1.8,,
Sandwich (brown bread) with raw ham,,,9.0,16.4,5.8,158,1.3,1.9,2.1,,,1.3,1.3,1.9,19,,37,0.26,0.08,2.53,0.45,0.15,,16.9,0.09,8.9,0.1,2.05,,,23,240,17,,1,540.0,1.2,110,n.d.,1.7,,
Sandwich (brown bread) with salami,,,5.9,16.1,6.6,151,1.7,2.2,2.1,,,1.8,1.2,2.0,14,,31,0.17,0.06,1.32,0.27,0.1,,19.2,0.11,9.4,0.2,1.9,,,20,190,17,,0.8,480.0,0.9,83,n.d.,1.4,,
Sandwich (brown bread) with semi hard cheese,,,6.9,17.5,7.7,171,2.8,1.9,2.3,,,1.4,1.1,2.1,17,,71,0.1,0.08,0.64,0.21,0.08,,18.8,0.19,8,0.1,2.22,,,23,160,120,,1.1,430.0,0.9,130,n.d.,3,,
Sandwich (brown bread) with soft cheese,,,6.5,18.7,7.7,175,2.6,1.9,2.5,,,1.2,1.3,2.1,17,,59,0.11,0.1,0.7,0.25,0.08,,23.6,0.2,6.6,0.1,2.38,,,23,150,69,,0.9,520.0,1,110,n.d.,3.4,,
Saucisson sausage,,,18.2,0.5,36.4,403,13.2,17.2,4.1,,,0.5,2.5,0.0,73,,5,0.72,0.2,4.36,0.52,0.42,,2.5,1.61,59.2,0,0.64,,,21,330,3.8,,1.7,1000.0,0.9,160,n.d.,1.2,,
"Saucisson sausage, cooked (without addition of fat and salt)",,,21.1,0.6,39.4,442,14.3,18.6,4.5,,,0.6,2.6,0.0,88,,5,0.65,0.23,3.94,0.47,0.38,,2,1.36,50,0,0.7,,,26,330,3.9,,2,1020.0,1.1,190,n.d.,1.4,,
"Sauerkraut, pickled",,,1.3,1.7,0.3,19,0.1,0,0.2,,,0,1.4,2.2,0,,2,0.03,0.05,0.2,0.2,0.17,,12,0,17,0,0.1,,,11,220,36,,0.3,550.0,0.5,30,n.d.,3.1,,
"Sausage salad, prepared",,,7.1,1.3,21.1,224,5.4,12.5,1.6,,,1.1,1.6,0.4,26,,13,0.18,0.07,1.62,0.29,0.06,,5,0.29,21.6,0.4,2.97,,,11,140,13,,0.9,650.0,0.8,110,n.d.,1.2,,
Sausage Vaudois,,,16.5,0.2,32.3,358,12,14.8,2.9,,,0.2,2.1,0.0,71,,0,0.45,0.12,4.7,0.9,0.21,,n.d.,0.7,19.5,0,0,,,17,260,14,,1.8,830.0,0.7,170,9.4,n.d.,,
"Sausage, veal",,,12.5,1.2,19.2,228,7.9,9.7,1.9,,,1.2,1.9,0.0,53,,19,0.16,0.11,2.54,0.3,0.13,,n.d.,0.6,5.7,0.8,0,,,12,150,20,,1.5,760.0,0.5,180,5.1,n.d.,,
"Savoury cheese quiche, baked (with cake dough)",,,14.3,14.5,20.8,303,11.8,5.1,1.3,,,1.2,0.9,0.6,122,,199,0.05,0.23,0.16,0.61,0.08,,10.2,0.74,0.2,0.9,0.63,,,23,130,360,,2,370.0,0.7,290,n.d.,14,,
"Savoury cheese quiche, baked (with puff pastry)",,,13.8,11.7,21.9,300,12.4,5.4,1.3,,,1.2,0.9,0.5,125,,210,0.05,0.23,0.15,0.59,0.07,,9.9,0.74,0.2,0.9,0.63,,,22,130,360,,2,380.0,0.7,290,n.d.,14,,
"Savoy cabbage, raw",,,2.8,2.9,0.3,31,0,0,0.2,,,2.8,0.0,2.6,0,,10,0.09,0.06,0.33,0.29,0.19,,53.4,0,64.6,0,2.5,,,15,290,50,,0.3,7.2,0.5,48,0.1,2.6,,
"Savoy cabbage, steamed (without addition of salt)",,,2.7,2.8,0.3,30,0,0,0.2,,,2.7,0.0,2.4,0,,9,0.08,0.06,0.27,0.25,0.16,,32.4,0,35.9,0,2.53,,,14,250,48,,0.3,6.2,0.4,46,0.1,2.5,,
Sbrinz,,,28.0,0.0,33.2,415,19.9,7.8,1.5,,,0,1.8,0.0,100,,298,0.01,0.39,0.2,0.44,0.1,,8,2.07,0,0.6,0.35,,,38,96,1030,,4.3,710.0,0.3,660,n.d.,40,,
Schabziger (Swiss green cheese),,,31.6,0.0,0.5,132,0.3,0.1,0,,,0,4.3,0.0,2,,3,0.01,0.28,0,0,0.05,,0,0,0,0,0,,,34,140,860,,3.9,1740.0,0.2,560,n.d.,0,,
Schnitzel bread with cocktail sauce,,,14.6,25.1,11.2,262,1.1,6.7,2.7,,,0.5,1.3,1.3,47,,13,0.08,0.14,3.9,0.6,0.14,,16.9,0.41,0.7,0.1,2.64,,,19,190,9.5,,1.4,520.0,1.5,130,n.d.,2.1,,
Schnitzel bread with tartare sauce,,,13.9,23.2,10.1,242,1,6,2.4,,,0.4,1.2,1.3,53,,18,0.07,0.14,3.62,0.61,0.13,,18.7,0.41,1.9,0.1,2.33,,,18,180,11,,1.4,480.0,1.4,130,n.d.,2.6,,
Schützenwurst sausage,,,9.2,0.2,23.0,244,8.5,10.8,2.3,,,0.2,2.1,0.0,46,,4,0.1,0.1,1.78,0.19,0.06,,1.4,0.8,52.2,0,0.31,,,7.3,82,5.5,,1.4,850.0,0.9,140,n.d.,0.6,,
"Scrambled egg with herbs, prepared",,,10.6,1.9,10.0,141,3.5,3.4,1.4,,,1.6,0.8,0.4,279,,168,0.08,0.26,0.18,1.61,0.08,,49,1,16.3,2.1,1.25,,,15,230,82,,1.1,310.0,1.9,180,n.d.,33,,
"Scrambled eggs with cheese, prepared",,,11.8,1.3,11.6,157,4.3,3.8,1.5,,,1.3,0.9,0.0,297,,116,0.07,0.26,0.07,1.69,0.07,,39.8,1.12,0.2,2.2,1.01,,,14,160,110,,1.2,340.0,1.5,210,n.d.,36,,
"Scrambled eggs with ham, prepared",,,12.8,1.3,9.7,143,3.4,3.3,1.3,,,1.3,1.0,0.0,268,,94,0.16,0.25,0.92,1.58,0.11,,35.2,0.95,9.1,1.9,0.91,,,14,200,62,,1.3,420.0,1.4,210,18,31,,
"Scrambled eggs with mushrooms, prepared",,,9.8,1.5,9.0,127,3.1,3,1.3,,,1.3,0.7,0.4,251,,90,0.08,0.26,0.61,1.71,0.08,,36.6,0.9,0.6,2.2,0.85,,,12,200,59,,1,270.0,1.4,170,n.d.,32,,
"Scrambled eggs, prepared",,,11.2,1.3,10.8,147,3.8,3.7,1.5,,,1.3,0.8,0.0,303,,109,0.08,0.26,0.07,1.73,0.07,,40.6,1.09,0.2,2.3,1.02,,,13,160,69,,1.1,330.0,1.5,190,20,35,,
"Seaweed, Nori, dried",,,31.5,10.5,1.6,255,0.2,0.1,0.6,,,0.5,5.0,36.3,0,,4167,0.58,1.91,5.82,0.25,0.53,,21.7,n.d.,57.3,0.6,2.87,,,490,1730,320,,4.5,1980.0,37,520,51,5100,,
"Seeds, kernels, nuts (average), unsalted",,,20.9,9.1,52.8,614,8.9,21.2,18.5,,,3.7,0.0,9.7,0,,4,0.52,0.22,2.89,0.86,0.35,,90.3,0,1.2,0,7.93,,,260,690,170,,4,9.1,4.5,530,27,5.1,,
Seitan,,,28.0,3.0,7.2,193,0.6,3.4,1.8,,,0.7,1.6,2.3,0,,3,0.06,0.08,0.23,0.1,0.03,,15,0,0,0,2.5,,,25,87,36,,1.4,650.0,1.7,87,32,5,,
Semi-white bread,,,9.4,46.4,1.1,240,0.1,0.1,0.5,,,0.4,1.7,3.7,0,,0,0.15,0.07,0.79,0.38,0.19,,21,0,0,0,0.29,,,38,150,16,,1.3,680.0,1.8,130,2.7,1.1,,
Semi-white bread (with iodized salt),,,9.4,46.4,1.1,240,0.1,0.1,0.5,,,0.4,1.7,3.7,0,,0,0.15,0.07,0.79,0.38,0.19,,21,0,0,0,0.29,,,38,150,16,,1.3,670.0,1.8,130,2.7,44,,
"Semmeli (bread roll, white)",,,9.2,48.5,0.9,245,0.2,0.1,0.5,,,0.4,1.6,3.0,0,,0,0.14,0.09,0.83,0.34,0.11,,37,0,0,0,0.35,,,22,150,10,,0.8,650.0,1,91,2.5,0.9,,
"Semolina pudding, prepared (with full fat milk, without addition of sugar)",,,4.6,11.8,3.0,93,1.7,0.7,0.2,,,4.8,0.2,0.3,12,,36,0.02,0.19,0.3,0.36,0.03,,7.3,0.15,0.4,0.1,0.1,,,13,170,130,,0.6,73.0,0.1,110,n.d.,11,,
"Semolina pudding, prepared (with partially skimmed milk, without addition of sugar)",,,4.6,11.8,3.0,93,1.7,0.7,0.2,,,4.8,0.2,0.3,12,,36,0.02,0.19,0.3,0.36,0.03,,7.3,0.15,0.4,0.1,0.1,,,13,170,130,,0.6,73.0,0.1,110,n.d.,11,,
"Semolina slice, prepared (with full fat milk)",,,6.0,15.0,7.5,152,4,1.9,0.6,,,4,0.3,0.5,63,,70,0.03,0.21,0.4,0.54,0.04,,15.8,0.25,0.6,0.4,0.31,,,14,170,110,,0.8,100.0,0.4,110,n.d.,13,,
"Semolina slice, prepared (with partially skimmed milk)",,,6.1,15.0,6.4,143,3.3,1.6,0.5,,,4,0.3,0.5,59,,60,0.03,0.18,0.4,0.54,0.03,,15.8,0.24,0.3,0.4,0.27,,,14,170,110,,0.8,100.0,0.4,120,n.d.,14,,
Sesame oil,,,0.0,0.0,90.0,810,13.4,36.2,36,,,0,0.0,0.0,0,,0,0,0,0,0,0,,0,0,0,0,1.26,,,0,0,0,,0,0.0,0,0,0,0,,
Sesame seeds whole,,,23.1,4.0,53.8,619,7.4,19.4,21.1,,,1.2,0.0,13.3,0,,0,0.75,0.22,4.61,0.34,0.34,,171,0,0,0,0.25,,,330,500,930,,5.5,1.0,7.7,620,20,5,,
"Sesame seeds, peeled",,,26.8,4.6,57.4,660,8.6,21.4,21.7,,,1.6,0.1,8.8,0,,7,0.83,0.12,4.6,0.35,0.35,,115,0,0,0,0.25,,,350,470,37,,5.8,26.0,5.8,640,56,5,,
"Shellfish (average), raw",,,15.5,1.0,1.0,75,0.1,0.2,0.3,,,0,0.7,0.0,123,,1,0.14,0.05,3.84,0.75,0.15,,15.5,0.45,2,0,1.9,,,34,210,30,,2.7,270.0,1.2,190,n.d.,170,,
"Sherry, 18.5 vol%",,,0.1,3.6,0.0,118,0,0,0,,,3.6,0.0,0.0,0,,0,0,0.01,0.08,0.04,0.02,,1,0.1,0,0,0,,,8,89,9,,0.3,6.0,0.5,7,n.d.,10,,
Short bread cookie (Sablé),,,5.9,53.1,26.2,474,15.5,6.1,1.5,,,17.8,0.1,1.6,69,,227,0.06,0.01,0.15,0.12,0.02,,2.5,0,0,0.4,0.68,,,7.5,90,7.9,,0.3,44.0,0.3,37,1.3,0.4,,
"Short pastry base (with butter), sweet, baked",,,9.8,57.3,28.6,530,16.3,6.9,1.9,,,13.2,0.9,2.0,126,,261,0.11,0.07,0.2,0.52,0.11,,10.4,0.21,0,0.9,1.1,,,24,140,20,,1,350.0,1.3,120,5.3,7,,
"Short pastry base (with butter), sweet, raw",,,7.8,45.8,22.9,424,13.1,5.5,1.5,,,10.5,0.7,1.6,101,,232,0.12,0.06,0.17,0.55,0.1,,16.7,0.17,0,0.7,0.88,,,19,120,16,,0.8,280.0,1,92,4.2,5.6,,
"Short pastry base (with vegetable fat), sweet, baked",,,8.0,58.4,24.9,494,11.2,9.8,2.8,,,17.8,0.3,1.9,26,,7,0.1,0.04,0.18,0.34,0.09,,7.2,0.1,0,0.2,2.44,,,21,120,12,,0.7,130.0,1,86,3,3.5,,
"Short pastry base (with vegetable fat), sweet, raw",,,6.4,46.7,19.9,395,9,7.9,2.2,,,14.2,0.3,1.5,21,,7,0.1,0.03,0.15,0.37,0.08,,11.4,0.08,0,0.2,1.95,,,17,93,9.3,,0.6,100.0,0.8,69,2.4,2.8,,
"Shrimp cocktail, prepared",,,4.4,4.0,13.3,167,7.8,3.1,0.7,,,3.3,0.4,0.3,97,,166,0.06,0.08,0.73,0.17,0.06,,10.5,0.06,5.8,0.2,1.33,,,5.7,180,44,,0.4,180.0,0.3,100,n.d.,35,,
"Shrimp, boiled",,,9.0,1.3,0.5,46,0.1,0.1,0.2,,,0,0.4,0.0,158,,2,0.11,0.07,1.47,0,0.06,,10.3,0,0.8,0,2.18,,,0,170,32,,0.8,170.0,0.3,180,n.d.,86,,
"Shrimp, raw",,,11.4,1.2,0.6,56,0.1,0.1,0.2,,,0,0.5,0.0,150,,2,0.14,0.09,2,0,0.08,,14,0,1,0,2.3,,,0,210,30,,0.8,190.0,0.3,210,n.d.,91,,
Skimmed milk powder,,,34.3,50.5,1.0,348,0.6,0.2,0,,,50.5,1.4,0.0,3,,9,0.34,2.2,1.1,3.5,0.28,,21,2.2,2,0,0.01,,,110,1580,1290,,4.1,560.0,0.8,1020,12,36,,
Soft caramel candies,,,2.1,71.1,17.2,448,10.1,5.8,0.5,,,71.1,0.8,0.0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,25,210,95,,0,320.0,1.5,64,n.d.,0,,
Soft cheese (average without fat reduced products),,,19.4,0.0,27.4,325,16.5,6.5,1.3,,,0,2.2,0.0,83,,233,0.02,0.43,0.72,0.63,0.14,,52.8,1.45,0,0.4,0.64,,,20,100,440,,2.2,880.0,0.2,310,n.d.,17,,
"Soft cheese, 45 to 54.9% fidm",,,20.6,0.0,23.7,296,14.2,5.6,1.1,,,0,1.8,0.0,72,,233,0.02,0.36,0.63,0.78,0.17,,48.5,1.4,0,0.5,0.6,,,19,81,360,,2.2,730.0,0.1,280,n.d.,7.1,,
"Soft cheese, 60% fidm",,,9.7,0.0,37.5,376,25.1,10.6,0.9,,,0,1.8,0.0,105,,403,0.04,0.38,1.2,0.29,0.11,,55,1.5,0,0.7,1.05,,,15,110,270,,2.3,700.0,0.3,230,n.d.,20,,
"Soft cheese, at least 55% fidm",,,17.4,0.0,30.9,347,18.5,7.3,1.5,,,0,1.3,0.0,93,,240,0.02,0.64,1.1,0.51,0.14,,68.2,1.47,0,0.6,0.69,,,18,110,420,,2,520.0,0.2,300,n.d.,11,,
"Soft cheese, Mascarpone",,,4.5,4.1,44.5,435,29.5,11.7,1.9,,,4.1,0.2,0.0,123,,347,0.01,0.26,0.1,0.41,0.04,,11,0.33,0,0.5,1,,,0,53,68,,0.4,86.0,0.2,97,n.d.,29,,
"Soft drink, with flavor, sweetened",,,0.0,9.5,0.0,38,0,0,0,,,9.5,0.0,0.0,0,,0,0,0.02,0.02,0,0,,0,0,0,0,0,,,11,8,5,,0,3.0,0.1,1,n.d.,1.8,,
"Somosa, baked",,,6.6,32.7,21.0,353,8,9.3,2.8,,,2.3,0.9,3.5,0,,23,0.19,0.06,0.96,0.38,0.13,,23.3,0,10.4,0,2.11,,,28,240,16,,0.7,350.0,1.1,94,0.9,2.8,,
"Sorbet, fruit",,,0.2,32.1,0.0,137,0,0,0,,,32.1,0.0,0.4,0,,3,0.02,0.01,0.07,0.05,0.01,,5,0,10,0,0.05,,,4,41,12,,0.1,1.0,0.2,6,n.d.,2.6,,
Sour cream (crème fraîche) 35% fat,,,2.4,2.8,35.0,336,21,8.2,1.6,,,2.8,0.1,0.0,105,,207,0.02,0.17,0.2,0.26,0.03,,23,0.19,0,0.4,0.7,,,7,100,73,,0.3,30.0,0.1,64,n.d.,9,,
Sour cream 15% fat,,,2.7,3.2,16.6,173,10.8,4.3,0.8,,,3.2,0.1,0.0,50,,207,0.04,0.2,0.1,0.29,0.04,,11,0.23,0,0.3,0.45,,,11,130,100,,0.4,40.0,0.1,80,n.d.,11,,
Soy sauce,,,8.1,4.1,0.6,56,0.1,0.1,0.3,,,0.4,14.0,0.8,0,,0,0.03,0.17,2.2,0.3,0.15,,14,0,0,0,0,,,74,440,33,,0.9,5490.0,1.5,170,0.5,1,,
"Soya drink, plain",,,4.2,1.5,2.1,43,0.3,0.4,1.1,,,1.4,0.1,0.6,0,,0,0.04,0.01,0.17,0.12,0.04,,17.7,0,0,0,0.21,,,20,160,12,,0.3,23.0,0.5,50,1,1.3,,
"Soya drink, plain, with calcium and vitamin fortified",,,4.2,1.5,2.1,43,0.3,0.4,1.1,,,1.4,0.1,0.6,0,,0,0.04,0.16,0.17,0.12,0.04,,17.7,0.29,0,0.6,0.21,,,20,160,120,,0.3,23.0,0.5,81,1,1.3,,
"Soya flour, defatted",,,51.5,7.5,1.2,296,0.2,0.2,0.7,,,7.4,0.1,24.5,0,,4,0.69,0.25,2.6,1.98,0.57,,303,0,0,0,0.04,,,300,2400,240,,2.5,20.0,9.2,670,1.7,0.8,,
"Soya flour, full fat",,,40.8,3.1,20.6,398,2.7,3.5,12.1,,,3.1,0.0,18.5,0,,11,0.77,0.28,2.2,1.8,0.51,,190,0,0,0,0.64,,,250,1870,200,,4.9,4.0,12,550,7,0.5,,
Soybean oil,,,0.0,0.0,90.0,810,13.2,19.9,54.3,,,0,0.0,0.0,0,,0,0,0,0,0,0,,0,0,0,0,5.49,,,0,0.9,0,,0,0.0,0,0,0,0,,
Soybean sprouts,,,5.5,4.7,1.0,55,0.1,0.1,0.7,,,4.6,0.1,2.4,0,,7,0.08,0.16,1.5,0.49,0.09,,160,0,9.6,0,0.1,,,19,240,32,,1,30.0,0.9,75,n.d.,2,,
"Soybean, cooked (without addition of fat and salt)",,,15.0,3.3,7.3,157,1,1.5,4.3,,,2.6,0.0,8.8,0,,25,0.27,0.14,0.7,0.37,0.28,,50,0,8.2,0,0.23,,,75,540,72,,1.5,2.0,2.2,200,n.d.,2.5,,
"Soybean, dried",,,38.2,8.7,18.3,399,2.4,3.7,10.7,,,6.8,0.0,22.0,0,,63,1.03,0.46,2.7,1.7,1,,250,0,34,0,0.64,,,220,1800,200,,4.2,4.7,6.6,550,n.d.,6.3,,
"Sparkling wine, champagne",,,0.2,1.5,0.0,71,0,0,0,,,1.5,0.0,0.0,0,,0,0,0,0.1,0.03,0.02,,0,0,0,0,0,,,6,48,10,,0,4.0,0.8,7,n.d.,10,,
Spätzle flour,,,11.9,71.3,1.3,351,0.2,0.1,0.5,,,0.9,0.0,3.3,0,,1,0.09,0.05,1.79,0.35,0.07,,47.6,0,0,0,0.19,,,24,160,15,,1.8,1.3,0.8,94,n.d.,4.2,,
"Spelt, fine flour (type 550)",,,13.3,69.0,1.5,348,0.3,0.3,0.7,,,0.9,0.0,2.8,0,,0,0.27,0.04,0.32,0.37,0.07,,16,0,0,0,0.54,,,23,100,22,,0.9,6.8,1,110,2.3,0.9,,
"Spelt, flour ""Ruch"" (type 1100)",,,14.3,65.0,2.2,348,0.3,0.5,1.2,,,1.4,0.1,5.7,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,64,210,28,,2.8,27.0,2.4,240,n.d.,n.d.,,
"Spelt, wholemeal flour (type 1900)",,,15.6,60.0,2.7,346,0.4,0.7,1.5,,,1.2,0.0,9.4,n.d.,,n.d.,0.46,0.09,n.d.,0.68,0.2,,n.d.,n.d.,n.d.,n.d.,0.98,,,140,390,35,,4.5,13.0,3.6,450,6.8,n.d.,,
"Spinach quiche, baked (with cake dough)",,,5.8,12.5,10.8,174,5.7,2.9,0.9,,,1,1.1,1.7,43,,378,0.09,0.16,0.59,0.33,0.14,,28.5,0.1,14,0.3,1.16,,,54,370,85,,0.8,440.0,1.3,80,n.d.,11,,
"Spinach quiche, baked (with puff pastry)",,,5.5,10.4,11.6,171,6.2,3.1,0.9,,,1,1.1,1.6,46,,386,0.09,0.16,0.58,0.32,0.13,,28.2,0.1,14,0.3,1.16,,,54,360,85,,0.8,450.0,1.3,77,n.d.,11,,
"Spinach, raw",,,2.6,1.3,0.6,25,0.1,0,0.4,,,0.1,0.2,1.9,0,,568,0.07,0.2,0.62,0.23,0.21,,94.4,0,51,0,1.3,,,89,590,100,,0.6,69.0,1.8,46,0.4,12,,
"Spinach, steamed (without addition of salt)",,,3.3,1.6,0.8,31,0.1,0,0.4,,,0.1,0.2,2.3,0,,672,0.08,0.24,0.65,0.26,0.24,,74.5,0,36.9,0,1.71,,,110,660,130,,0.7,77.0,1.9,58,0.6,15,,
"Spirits, 40 vol% (e.g. Vodka, gin)",,,0.0,0.0,0.0,222,0,0,0,,,0,0.0,0.0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,0,3.8,0,,0,2.9,0,3.8,n.d.,0,,
"Spirits, grain, 40% vol (e.g. whisky)",,,0.0,0.1,0.0,234,0,0,0,,,0.1,0.0,0.0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,1,2.9,1.9,,0,1.0,0,4.8,n.d.,0,,
"Spirits, Kirsch, Cherry Schnaps",,,0.0,0.0,0.0,233,0,0,0,,,0,0.0,0.0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,0,2.9,1.9,,0,0.0,0,0,n.d.,0,,
"Spirits, sugar cane (e.g. rum)",,,0.0,0.0,0.0,222,0,0,0,,,0,0.0,0.0,0,,0,0.01,0,0,0,0,,0,0,0,0,0,,,0,1.9,0,,0.1,1.0,0.1,4.8,n.d.,0,,
"Spirits, wine (e.g. cognac, brandy)",,,0.0,1.9,0.0,228,0,0,0,,,1.9,0.0,0.0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,1,1.9,0,,0,1.9,0,0,n.d.,0,,
"Spring roll, deep fried",,,6.5,23.1,11.2,224,2.9,5.1,2.7,,,3,1.5,2.5,28,,32,0.11,0.06,1.4,0.25,0.12,,23.1,0.22,0.5,0.5,0.82,,,16,160,25,,0.6,610.0,0.9,67,4.4,1,,
"Squash slices, breaded, prepared",,,4.7,16.7,5.8,144,0.7,3.6,0.8,,,4.1,0.2,2.7,47,,378,0.08,0.09,0.47,0.68,0.09,,17.8,0.17,9,0.4,0.56,,,12,370,50,,0.4,93.0,0.6,66,n.d.,5.8,,
"Squid, raw",,,16.0,2.3,1.1,83,0.2,0.1,0.3,,,0,0.4,0.0,150,,75,0.02,0.2,2.2,0,0.06,,13,1.3,5,0,0.77,,,40,270,14,,1.1,160.0,0.6,200,n.d.,20,,
St. Gall Schüblig sausage,,,12.6,0.2,20.7,237,7.6,9.8,2.2,,,0.2,2.1,0.0,42,,4,0.09,0.11,2.02,0.17,0.05,,1,1.19,52.2,0,0.32,,,8.4,76,4.9,,1.7,850.0,0.9,140,n.d.,0.4,,
St. Paulin cheese,,,21.8,0.0,23.0,294,13.8,5.4,1.1,,,0,2.0,0.0,69,,275,0.04,0.32,0.1,0.8,0.06,,18,2,0,0.5,0.69,,,35,80,700,,4,800.0,0.4,500,n.d.,35,,
"Strawberry, fresh",,,0.6,6.0,0.5,39,0,0,0,,,5.6,0.0,3.8,0,,1,0.02,0.02,0.37,0.12,0.04,,40.7,0,55.8,0,0.3,,,12,140,18,,0.1,1.0,0.2,23,0.5,1,,
"Strudel dough, raw",,,7.6,44.3,2.5,234,0.3,1.4,0.6,,,0.2,1.9,2.0,0,,0,0.13,0.02,0.2,0.31,0.1,,10.2,0,0,0,0.81,,,22,110,9.5,,0.7,750.0,1,77,1.5,0.9,,
"Sugar loaf chicory, raw",,,1.2,1.5,0.2,16,0,0,0.1,,,1.5,0.0,1.6,0,,35,0.06,0.08,0.31,0.17,0.05,,16.2,0,6.8,0,0.5,,,10,230,35,,0.2,10.0,1,30,n.d.,3.3,,
"Sugar pea, raw",,,4.0,10.0,0.2,68,0,0,0.1,,,5,0.0,5.0,0,,43,0.16,0.15,2.7,0.41,0.13,,21.6,0,37.4,0,0.5,,,30,300,20,,0.3,4.0,2,80,n.d.,4,,
"Sugar pea, steamed (without addition of salt)",,,4.3,10.8,0.2,73,0,0,0.1,,,5.4,0.0,5.3,0,,44,0.15,0.15,2.45,0.4,0.13,,14.7,0,31.8,0,0.57,,,31,290,22,,0.3,3.9,1.8,86,n.d.,4.3,,
"Sugar, brown",,,0.0,97.6,0.0,390,0,0,0,,,97.6,0.1,0.0,0,,0,0,0,0,0.1,0.02,,0,0,0,0,0,,,22,320,85,,0.1,40.0,1.9,24,1,0,,
